id,dayID,subjectID,attr_starttime,attr_endtime,label_activity,label_subactivity
29,2,1,20.03.15 11:58:40,20.03.15 12:07:13,Movement,GoHome
30,2,1,20.03.15 12:07:29,20.03.15 12:09:01,Socializing,atHome
31,2,1,20.03.15 12:09:07,20.03.15 13:38:53,Sleeping,
32,2,1,20.03.15 13:38:58,20.03.15 13:49:57,PersonalGrooming,
33,2,1,20.03.15 13:54:31,20.03.15 14:02:56,Movement,GotoWork
34,2,1,20.03.15 13:55:02,20.03.15 14:01:20,Transportation,Bicycle
35,2,1,20.03.15 14:03:20,20.03.15 16:54:48,DeskWork,
36,2,1,20.03.15 16:54:55,20.03.15 17:03:18,Movement,GoHome
37,2,1,20.03.15 17:34:07,20.03.15 21:11:30,Socializing,atHome
38,2,1,20.03.15 17:34:47,20.03.15 17:43:46,Eating/Drinking,Lunch
39,3,1,21.03.15 09:20:29,21.03.15 09:33:37,Transportation,Tram
40,3,1,21.03.15 09:33:44,21.03.15 10:12:08,Transportation,Train
41,3,1,21.03.15 10:12:15,21.03.15 10:24:51,Movement,Somethingelse
42,3,1,21.03.15 10:42:24,21.03.15 10:52:39,Eating/Drinking,Breakfast
43,3,1,21.03.15 10:52:49,21.03.15 11:14:55,Relaxing,Somethingelse
44,3,1,21.03.15 11:19:01,21.03.15 11:20:45,Movement,Somethingelse
45,3,1,21.03.15 11:20:55,21.03.15 11:53:28,Transportation,Car
46,3,1,21.03.15 13:44:17,21.03.15 13:58:29,Eating/Drinking,Lunch
47,3,1,21.03.15 14:09:37,21.03.15 14:38:12,Transportation,Car
48,3,1,21.03.15 14:42:32,21.03.15 15:34:58,Relaxing,Somethingelse
49,3,1,21.03.15 15:35:08,21.03.15 15:36:57,Mealpreparation,
50,3,1,21.03.15 15:41:39,21.03.15 16:05:54,Eating/Drinking,CoffeeBreak
51,3,1,21.03.15 17:22:34,21.03.15 19:27:16,Housework,Somethingelse
52,3,1,21.03.15 19:27:22,21.03.15 19:38:52,Relaxing,WatchingTV
53,3,1,21.03.15 19:41:36,21.03.15 19:52:36,Movement,GoHome
54,3,1,21.03.15 19:52:43,21.03.15 20:21:19,Transportation,Train
55,3,1,21.03.15 20:20:15,21.03.15 20:46:48,Movement,GoHome
56,3,1,21.03.15 20:25:04,21.03.15 20:34:11,Transportation,Tram
57,3,1,21.03.15 20:46:56,21.03.15 21:01:58,Eating/Drinking,Dinner
58,3,1,21.03.15 21:02:00,21.03.15 22:04:38,DeskWork,
59,4,1,22.03.15 08:30:53,22.03.15 08:35:29,PersonalGrooming,
60,4,1,22.03.15 08:37:54,22.03.15 08:44:55,Mealpreparation,
61,4,1,22.03.15 08:45:01,22.03.15 09:26:11,Eating/Drinking,Breakfast
62,4,1,22.03.15 09:26:19,22.03.15 09:37:16,Housework,Somethingelse
63,4,1,22.03.15 09:37:18,22.03.15 09:48:50,DeskWork,
64,4,1,22.03.15 09:48:54,22.03.15 10:22:17,PersonalGrooming,
65,4,1,22.03.15 10:50:47,22.03.15 11:32:36,Transportation,Tram
66,4,1,22.03.15 11:32:43,22.03.15 12:23:33,Transportation,Car
67,4,1,22.03.15 13:59:06,22.03.15 15:20:36,Socializing,Park⁄Outside
68,4,1,22.03.15 15:46:49,22.03.15 17:38:24,Transportation,Tram
69,4,1,22.03.15 17:38:29,22.03.15 18:09:00,Movement,GoHome
70,4,1,22.03.15 17:44:12,22.03.15 17:55:10,Transportation,Tram
71,4,1,22.03.15 18:09:10,22.03.15 18:18:03,Relaxing,Somethingelse
72,4,1,22.03.15 18:18:08,22.03.15 18:21:13,PersonalGrooming,
73,4,1,22.03.15 18:21:15,22.03.15 20:49:26,DeskWork,
74,5,1,24.03.15 08:14:01,24.03.15 08:23:23,Relaxing,Somethingelse
75,5,1,24.03.15 08:23:26,24.03.15 08:33:38,Mealpreparation,
76,5,1,24.03.15 08:33:46,24.03.15 08:44:08,Eating/Drinking,Breakfast
77,5,1,24.03.15 08:44:36,24.03.15 08:54:08,PersonalGrooming,
78,5,1,24.03.15 09:01:48,24.03.15 09:14:02,Housework,Somethingelse
79,5,1,24.03.15 09:06:21,24.03.15 10:00:48,Relaxing,ListentoMusic
80,5,1,24.03.15 09:14:07,24.03.15 10:00:41,PersonalGrooming,
81,5,1,24.03.15 10:09:32,24.03.15 10:17:14,Transportation,Bicycle
82,5,1,24.03.15 10:09:42,24.03.15 10:17:22,Movement,GotoWork
83,5,1,24.03.15 11:36:13,24.03.15 11:51:56,Eating/Drinking,Lunch
84,5,1,24.03.15 12:01:40,24.03.15 13:39:00,DeskWork,
85,5,1,24.03.15 13:39:05,24.03.15 13:51:02,Transportation,Bicycle
86,5,1,24.03.15 13:56:16,24.03.15 17:50:49,DeskWork,
87,5,1,24.03.15 17:52:45,24.03.15 18:00:23,Transportation,Bicycle
88,5,1,24.03.15 17:52:51,24.03.15 18:00:24,Movement,GoHome
89,5,1,24.03.15 18:52:07,24.03.15 18:59:25,Transportation,Bicycle
90,5,1,24.03.15 19:02:33,24.03.15 20:07:04,DeskWork,
91,6,1,25.03.15 08:48:20,25.03.15 09:34:27,Relaxing,ListentoMusic
92,6,1,25.03.15 09:34:30,25.03.15 10:13:43,Mealpreparation,
93,6,1,25.03.15 10:14:06,25.03.15 10:25:46,PersonalGrooming,
94,6,1,25.03.15 10:25:55,25.03.15 10:40:05,Housework,Cleaning
95,6,1,25.03.15 10:52:41,25.03.15 12:25:52,Mealpreparation,
96,6,1,25.03.15 12:36:05,25.03.15 13:09:45,Eating/Drinking,Lunch
97,6,1,25.03.15 13:26:39,25.03.15 13:47:55,DeskWork,
98,6,1,25.03.15 13:47:58,25.03.15 13:49:58,PersonalGrooming,
99,6,1,25.03.15 13:49:57,25.03.15 15:13:47,DeskWork,
100,6,1,25.03.15 15:17:36,25.03.15 15:23:56,PersonalGrooming,
101,6,1,25.03.15 16:01:37,25.03.15 16:40:42,Housework,Cleaning
102,6,1,25.03.15 16:41:02,25.03.15 18:02:18,Socializing,atHome
103,6,1,25.03.15 16:41:09,25.03.15 18:02:19,Relaxing,Somethingelse
104,6,1,25.03.15 18:02:28,25.03.15 18:26:26,Eating/Drinking,Lunch
105,6,1,25.03.15 18:26:33,25.03.15 18:33:58,PersonalGrooming,
106,6,1,25.03.15 18:52:43,25.03.15 18:59:46,Transportation,Bicycle
107,6,1,25.03.15 19:01:45,25.03.15 20:36:27,DeskWork,
108,6,1,25.03.15 20:41:29,25.03.15 20:50:28,Transportation,Bicycle
109,7,1,26.03.15 08:46:18,26.03.15 08:56:47,Relaxing,Somethingelse
110,7,1,26.03.15 09:16:59,26.03.15 09:28:16,Mealpreparation,
111,7,1,26.03.15 09:28:20,26.03.15 09:49:07,Eating/Drinking,Breakfast
112,7,1,26.03.15 09:50:38,26.03.15 10:02:16,PersonalGrooming,
113,7,1,26.03.15 10:02:19,26.03.15 10:04:41,DeskWork,
114,7,1,26.03.15 10:04:46,26.03.15 10:34:56,Housework,Cleaning
115,7,1,26.03.15 10:35:01,26.03.15 10:59:26,PersonalGrooming,
116,7,1,26.03.15 10:59:29,26.03.15 13:34:37,DeskWork,
117,7,1,26.03.15 13:35:29,26.03.15 13:53:12,Eating/Drinking,Lunch
118,7,1,26.03.15 13:56:54,26.03.15 15:34:44,Socializing,atHome
119,7,1,26.03.15 15:38:57,26.03.15 15:43:55,Transportation,Bicycle
120,7,1,26.03.15 16:04:17,26.03.15 16:59:49,DeskWork,
121,7,1,26.03.15 17:13:00,26.03.15 17:18:47,Transportation,Bicycle
122,7,1,26.03.15 17:21:53,26.03.15 18:08:43,Socializing,Somethingelse
123,7,1,26.03.15 18:08:51,26.03.15 18:15:02,Movement,GoHome
124,7,1,26.03.15 18:11:06,26.03.15 18:14:43,Transportation,Bicycle
125,7,1,26.03.15 18:19:24,26.03.15 18:29:05,PersonalGrooming,
126,7,1,26.03.15 18:22:59,26.03.15 18:23:04,Sport,Basketball
127,7,1,26.03.15 18:33:51,26.03.15 18:33:54,PersonalGrooming,
128,7,1,26.03.15 18:34:02,26.03.15 18:45:54,Relaxing,WatchingTV
129,7,1,26.03.15 18:36:41,26.03.15 18:45:50,Eating/Drinking,Dinner
130,7,1,26.03.15 18:47:13,26.03.15 21:01:58,DeskWork,
131,8,1,27.03.15 08:25:56,27.03.15 08:51:25,Relaxing,Somethingelse
132,8,1,27.03.15 09:08:05,27.03.15 09:21:28,Mealpreparation,
133,8,1,27.03.15 09:21:32,27.03.15 09:39:24,Eating/Drinking,Breakfast
134,8,1,27.03.15 09:39:30,27.03.15 10:27:07,Housework,Cleaning
135,8,1,27.03.15 10:27:13,27.03.15 10:53:48,PersonalGrooming,
136,8,1,27.03.15 10:53:52,27.03.15 11:07:10,Housework,Cleaning
137,8,1,27.03.15 10:53:57,27.03.15 11:07:11,Relaxing,ListentoMusic
138,8,1,27.03.15 11:07:12,27.03.15 11:32:40,DeskWork,
139,8,1,27.03.15 11:41:45,27.03.15 11:59:26,Shopping,
140,8,1,27.03.15 12:03:29,27.03.15 12:33:06,Eating/Drinking,Lunch
141,8,1,27.03.15 12:50:27,27.03.15 12:51:48,Shopping,
142,8,1,27.03.15 12:51:55,27.03.15 12:55:32,Transportation,Bicycle
143,8,1,27.03.15 12:55:36,27.03.15 14:00:38,Shopping,
144,8,1,27.03.15 14:00:40,27.03.15 14:29:00,DeskWork,
145,8,1,27.03.15 14:29:07,27.03.15 16:05:19,Shopping,
146,8,1,27.03.15 16:05:27,27.03.15 16:33:28,Eating/Drinking,Snack
147,8,1,27.03.15 16:33:37,27.03.15 16:37:44,Movement,GoHome
148,8,1,27.03.15 16:37:51,27.03.15 17:19:36,Socializing,atHome
149,8,1,27.03.15 17:19:42,27.03.15 17:39:22,Transportation,Bicycle
150,8,1,27.03.15 17:39:30,27.03.15 18:09:10,Transportation,Train
151,9,1,28.03.15 08:33:15,28.03.15 08:40:11,PersonalGrooming,
152,9,1,28.03.15 08:45:59,28.03.15 08:46:00,DeskWork,
153,9,1,28.03.15 09:18:37,28.03.15 10:16:47,Eating/Drinking,Breakfast
154,9,1,28.03.15 10:17:22,28.03.15 10:22:45,PersonalGrooming,
155,9,1,28.03.15 13:15:48,28.03.15 13:34:31,Movement,GoforaWalk
156,9,1,28.03.15 13:34:36,28.03.15 13:59:17,Eating/Drinking,Lunch
157,9,1,28.03.15 13:59:19,28.03.15 14:33:20,DeskWork,
158,9,1,28.03.15 14:33:28,28.03.15 15:59:37,Relaxing,Somethingelse
159,9,1,28.03.15 15:59:40,28.03.15 16:03:34,PersonalGrooming,
160,9,1,28.03.15 16:03:36,28.03.15 18:43:03,DeskWork,
161,9,1,28.03.15 18:43:09,28.03.15 18:56:11,Housework,Cleaning
162,9,1,28.03.15 19:15:14,28.03.15 19:46:08,Relaxing,Somethingelse
