id,dayID,subjectID,attr_starttime,attr_endtime,label_activity,label_subactivity
41,2,5,12.03.15 11:19:25,12.03.15 12:02:51,DeskWork,
42,2,5,12.03.15 12:02:41,12.03.15 12:02:44,Socializing,Somethingelse
43,2,5,12.03.15 12:05:10,12.03.15 12:12:24,Transportation,Bicycle
44,2,5,12.03.15 12:14:10,12.03.15 12:15:58,PersonalGrooming,
45,2,5,12.03.15 12:17:58,12.03.15 12:22:47,Socializing,Park⁄Outside
46,2,5,12.03.15 12:30:55,12.03.15 12:55:05,Eating/Drinking,Lunch
47,2,5,12.03.15 12:41:50,12.03.15 13:06:24,Socializing,Somethingelse
48,2,5,12.03.15 13:08:06,12.03.15 13:10:37,Transportation,Bicycle
49,2,5,12.03.15 13:26:53,12.03.15 13:34:14,Socializing,Somethingelse
50,2,5,12.03.15 13:36:31,12.03.15 13:45:13,Transportation,Bicycle
51,2,5,12.03.15 13:47:30,12.03.15 15:24:22,DeskWork,
52,2,5,12.03.15 13:49:15,12.03.15 13:50:09,Socializing,Somethingelse
53,2,5,12.03.15 15:24:26,12.03.15 15:26:40,PersonalGrooming,
54,2,5,12.03.15 15:31:18,12.03.15 16:43:57,DeskWork,
55,2,5,12.03.15 16:44:23,12.03.15 16:45:22,Mealpreparation,
56,2,5,12.03.15 16:46:14,12.03.15 16:57:20,DeskWork,
57,2,5,12.03.15 16:46:19,12.03.15 16:57:19,Eating/Drinking,Snack
58,2,5,12.03.15 16:57:48,12.03.15 16:58:12,PersonalGrooming,
59,2,5,12.03.15 16:58:48,12.03.15 18:36:29,DeskWork,
60,2,5,12.03.15 17:19:07,12.03.15 18:36:27,Socializing,Somethingelse
61,2,5,12.03.15 18:36:52,12.03.15 18:38:49,PersonalGrooming,
62,3,5,13.03.15 10:58:56,13.03.15 12:16:49,DeskWork,
63,3,5,13.03.15 12:17:25,13.03.15 12:46:44,Eating/Drinking,Breakfast
64,3,5,13.03.15 12:46:54,13.03.15 13:18:18,Relaxing,WatchingTV
65,3,5,13.03.15 13:20:14,13.03.15 13:23:52,Housework,Cleaning
66,3,5,13.03.15 13:23:56,13.03.15 13:29:26,PersonalGrooming,
67,3,5,13.03.15 13:31:50,13.03.15 14:39:57,DeskWork,
68,3,5,13.03.15 14:39:55,13.03.15 15:24:19,Relaxing,Somethingelse
69,3,5,13.03.15 15:36:56,13.03.15 16:14:17,Sport,Jogging
70,3,5,13.03.15 16:56:45,13.03.15 17:23:17,Transportation,Bicycle
71,3,5,13.03.15 17:38:19,13.03.15 18:32:18,DeskWork,
72,3,5,13.03.15 18:32:25,13.03.15 18:53:52,Relaxing,WatchingTV
73,3,5,13.03.15 18:53:56,13.03.15 18:57:17,Housework,TidyingUp
74,3,5,13.03.15 18:57:11,13.03.15 19:03:01,Housework,Cleaning
75,3,5,13.03.15 19:03:05,13.03.15 19:11:35,Transportation,Bicycle
76,3,5,13.03.15 19:12:52,13.03.15 23:04:32,Socializing,Somethingelse
77,3,5,13.03.15 19:20:55,13.03.15 19:31:08,Shopping,
78,3,5,13.03.15 19:45:26,13.03.15 19:50:29,Mealpreparation,
79,3,5,13.03.15 20:21:51,13.03.15 20:43:50,Eating/Drinking,Dinner
80,3,5,13.03.15 20:43:59,13.03.15 21:14:28,Eating/Drinking,Breakfast
81,3,5,13.03.15 21:27:04,13.03.15 21:33:19,Eating/Drinking,Snack
82,3,5,13.03.15 21:33:10,13.03.15 21:33:15,Eating/Drinking,Somethingelse
83,3,5,13.03.15 23:03:58,13.03.15 23:04:33,Eating/Drinking,Somethingelse
84,4,5,15.03.15 09:38:51,15.03.15 10:21:01,Mealpreparation,
85,4,5,15.03.15 10:21:06,15.03.15 10:30:29,Eating/Drinking,Breakfast
86,4,5,15.03.15 10:30:38,15.03.15 10:39:41,Housework,Cleaning
87,4,5,15.03.15 10:40:50,15.03.15 10:57:15,PersonalGrooming,
88,4,5,15.03.15 10:58:48,15.03.15 11:00:18,Socializing,atHome
89,4,5,15.03.15 11:00:49,15.03.15 11:05:35,Relaxing,Somethingelse
90,4,5,15.03.15 12:50:10,15.03.15 13:25:35,Relaxing,Somethingelse
91,4,5,15.03.15 13:58:33,15.03.15 14:23:00,DeskWork,
92,4,5,15.03.15 15:44:45,15.03.15 15:53:06,Housework,TidyingUp
93,4,5,15.03.15 15:54:23,15.03.15 15:54:32,Movement,Somethingelse
94,4,5,15.03.15 15:54:28,15.03.15 15:54:36,Movement,GoforaWalk
95,4,5,15.03.15 15:54:41,15.03.15 16:00:31,Transportation,Bicycle
96,4,5,15.03.15 16:08:11,15.03.15 16:27:15,Transportation,Train
97,4,5,15.03.15 16:27:11,15.03.15 16:32:27,Transportation,Bicycle
98,4,5,15.03.15 17:41:17,15.03.15 17:47:38,Transportation,Car
99,4,5,15.03.15 17:49:48,15.03.15 20:24:33,Socializing,Cinema
100,4,5,15.03.15 20:41:09,15.03.15 20:41:54,DeskWork,
101,5,5,17.03.15 08:29:19,17.03.15 08:38:31,Mealpreparation,
102,5,5,17.03.15 08:38:36,17.03.15 08:51:10,Eating/Drinking,Breakfast
103,5,5,17.03.15 08:50:27,17.03.15 08:52:43,Mealpreparation,
104,5,5,17.03.15 08:52:49,17.03.15 09:03:03,Housework,Cleaning
105,5,5,17.03.15 09:03:51,17.03.15 09:20:28,PersonalGrooming,
106,5,5,17.03.15 09:25:48,17.03.15 09:31:07,Housework,TidyingUp
107,5,5,17.03.15 09:31:14,17.03.15 09:55:34,Relaxing,Somethingelse
108,5,5,17.03.15 09:55:41,17.03.15 09:57:09,Housework,Somethingelse
109,5,5,17.03.15 09:57:15,17.03.15 10:03:24,Relaxing,Somethingelse
110,5,5,17.03.15 10:03:39,17.03.15 10:08:31,Movement,GoforaWalk
111,5,5,17.03.15 10:10:59,17.03.15 10:33:04,Socializing,Somethingelse
112,5,5,17.03.15 10:17:58,17.03.15 11:25:41,DeskWork,
113,5,5,17.03.15 10:28:55,17.03.15 10:29:00,Sport,Bicycling
114,5,5,17.03.15 10:33:10,17.03.15 12:06:22,Socializing,Somethingelse
115,5,5,17.03.15 11:29:34,17.03.15 11:29:37,DeskWork,
116,5,5,17.03.15 11:42:58,17.03.15 11:54:32,Eating/Drinking,Lunch
117,5,5,17.03.15 12:06:24,17.03.15 13:27:10,DeskWork,
118,5,5,17.03.15 14:04:50,17.03.15 14:10:03,Transportation,Bicycle
119,5,5,17.03.15 14:15:45,17.03.15 14:36:04,Shopping,
120,5,5,17.03.15 14:37:21,17.03.15 14:42:38,Transportation,Bicycle
121,5,5,17.03.15 14:44:55,17.03.15 14:54:04,Housework,TidyingUp
122,5,5,17.03.15 14:54:12,17.03.15 15:28:42,DeskWork,
123,5,5,17.03.15 15:38:34,17.03.15 17:29:51,Mealpreparation,
124,5,5,17.03.15 17:29:58,17.03.15 18:14:29,Eating/Drinking,Dinner
125,5,5,17.03.15 17:30:05,17.03.15 18:30:31,Socializing,atHome
126,5,5,17.03.15 18:14:34,17.03.15 18:30:24,Housework,Cleaning
127,5,5,17.03.15 18:30:33,17.03.15 18:33:22,PersonalGrooming,
128,5,5,17.03.15 18:49:09,17.03.15 19:37:56,Eating/Drinking,Dinner
129,5,5,17.03.15 18:49:14,17.03.15 21:13:53,Socializing,Somethingelse
130,5,5,17.03.15 21:13:05,17.03.15 21:13:47,Eating/Drinking,Somethingelse
131,5,5,17.03.15 21:14:09,17.03.15 21:16:12,PersonalGrooming,
132,5,5,17.03.15 21:16:34,18.03.15 00:25:41,Socializing,Somethingelse
133,6,5,18.03.15 11:03:42,18.03.15 11:09:14,Housework,TidyingUp
134,6,5,18.03.15 11:06:13,18.03.15 12:04:57,Housework,Cleaning
135,6,5,18.03.15 12:45:30,18.03.15 12:53:55,DeskWork,
136,6,5,18.03.15 12:54:14,18.03.15 12:56:22,Housework,TidyingUp
137,6,5,18.03.15 13:11:18,18.03.15 13:34:04,Eating/Drinking,Lunch
138,6,5,18.03.15 13:27:56,18.03.15 13:39:43,Socializing,Park⁄Outside
139,6,5,18.03.15 13:39:50,18.03.15 14:18:22,Socializing,Somethingelse
140,6,5,18.03.15 14:20:24,18.03.15 14:26:25,Movement,GoHome
141,6,5,18.03.15 14:31:18,18.03.15 14:45:25,Transportation,Bicycle
142,6,5,18.03.15 14:45:29,18.03.15 14:46:31,Movement,GoHome
143,6,5,18.03.15 14:46:58,18.03.15 14:47:58,Housework,TidyingUp
144,6,5,18.03.15 14:48:03,18.03.15 14:50:17,PersonalGrooming,
145,6,5,18.03.15 14:50:43,18.03.15 14:50:44,Shopping,
146,6,5,18.03.15 14:50:51,18.03.15 14:55:32,Housework,Somethingelse
147,6,5,18.03.15 14:55:33,18.03.15 15:10:51,DeskWork,
148,6,5,18.03.15 15:10:56,18.03.15 15:13:04,Housework,TidyingUp
149,6,5,18.03.15 15:17:51,18.03.15 15:19:50,Movement,GotoWork
150,6,5,18.03.15 15:25:15,18.03.15 15:31:33,Eating/Drinking,Snack
151,6,5,18.03.15 15:31:35,18.03.15 17:01:04,DeskWork,
152,6,5,18.03.15 17:01:08,18.03.15 17:06:52,Movement,GoHome
153,6,5,18.03.15 17:07:18,18.03.15 17:07:57,Housework,TidyingUp
154,6,5,18.03.15 17:08:00,18.03.15 17:15:32,PersonalGrooming,
155,6,5,18.03.15 17:45:23,18.03.15 17:49:25,Relaxing,Somethingelse
156,6,5,18.03.15 17:49:35,18.03.15 18:20:27,Relaxing,WatchingTV
157,6,5,18.03.15 18:20:31,18.03.15 18:30:32,Housework,Cleaning
158,6,5,18.03.15 18:30:36,18.03.15 18:37:55,DeskWork,
159,6,5,18.03.15 18:37:59,18.03.15 18:43:08,Mealpreparation,
160,6,5,18.03.15 18:43:13,18.03.15 19:05:02,Eating/Drinking,Dinner
161,6,5,18.03.15 18:43:20,18.03.15 19:05:07,Relaxing,WatchingTV
162,6,5,18.03.15 19:05:13,18.03.15 19:08:15,Relaxing,Somethingelse
163,6,5,18.03.15 19:08:19,18.03.15 19:15:04,Housework,Cleaning
164,6,5,18.03.15 19:15:05,18.03.15 19:23:36,DeskWork,
165,6,5,18.03.15 19:23:42,18.03.15 19:53:46,Relaxing,Somethingelse
166,6,5,18.03.15 19:53:42,18.03.15 20:26:32,DeskWork,
167,7,5,19.03.15 07:35:51,19.03.15 07:45:02,Mealpreparation,
168,7,5,19.03.15 07:45:05,19.03.15 08:04:40,Eating/Drinking,Breakfast
169,7,5,19.03.15 08:04:45,19.03.15 08:07:09,Housework,TidyingUp
170,7,5,19.03.15 08:04:48,19.03.15 08:14:21,Housework,Cleaning
171,7,5,19.03.15 08:15:12,19.03.15 08:29:09,PersonalGrooming,
172,7,5,19.03.15 08:37:03,19.03.15 08:39:39,Housework,TidyingUp
173,7,5,19.03.15 08:46:03,19.03.15 08:56:42,Transportation,Bicycle
174,7,5,19.03.15 08:59:00,19.03.15 09:49:33,DeskWork,
175,7,5,19.03.15 09:49:51,19.03.15 09:53:14,Mealpreparation,
176,7,5,19.03.15 09:53:37,19.03.15 11:41:58,DeskWork,
177,7,5,19.03.15 11:42:25,19.03.15 11:44:12,PersonalGrooming,
178,7,5,19.03.15 11:44:40,19.03.15 12:55:22,DeskWork,
179,7,5,19.03.15 12:55:27,19.03.15 12:57:25,PersonalGrooming,
180,7,5,19.03.15 12:58:46,19.03.15 13:18:45,Movement,Somethingelse
181,7,5,19.03.15 13:18:50,19.03.15 13:26:08,Eating/Drinking,Lunch
182,7,5,19.03.15 13:26:16,19.03.15 13:41:51,Movement,GotoWork
183,7,5,19.03.15 13:41:52,19.03.15 14:59:43,DeskWork,
184,7,5,19.03.15 15:00:15,19.03.15 15:02:02,Mealpreparation,
185,7,5,19.03.15 15:02:35,19.03.15 16:30:54,DeskWork,
186,7,5,19.03.15 16:31:14,19.03.15 16:33:43,PersonalGrooming,
187,7,5,19.03.15 16:34:05,19.03.15 17:09:41,DeskWork,
188,7,5,19.03.15 17:10:38,19.03.15 17:20:09,Transportation,Bicycle
189,7,5,19.03.15 17:22:17,19.03.15 17:31:21,Mealpreparation,
190,7,5,19.03.15 17:31:27,19.03.15 17:45:45,Eating/Drinking,Dinner
191,7,5,19.03.15 17:36:30,19.03.15 17:56:40,Socializing,atHome
192,7,5,19.03.15 17:46:05,19.03.15 18:01:40,Housework,TidyingUp
193,7,5,19.03.15 18:11:22,19.03.15 18:17:16,Transportation,Bicycle
194,7,5,19.03.15 18:29:40,19.03.15 18:29:42,Transportation,Tram
195,7,5,19.03.15 18:29:47,19.03.15 19:34:16,Transportation,Train
196,8,5,20.03.15 08:14:28,20.03.15 08:25:12,Eating/Drinking,Breakfast
197,8,5,20.03.15 08:25:47,20.03.15 08:29:48,PersonalGrooming,
198,8,5,20.03.15 08:29:53,20.03.15 08:34:26,Housework,TidyingUp
199,8,5,20.03.15 08:34:29,20.03.15 08:56:48,Transportation,Bicycle
200,8,5,20.03.15 08:56:50,20.03.15 11:08:16,DeskWork,
201,8,5,20.03.15 11:19:49,20.03.15 11:21:40,PersonalGrooming,
202,8,5,20.03.15 11:24:20,20.03.15 12:34:29,DeskWork,
203,8,5,20.03.15 12:35:04,20.03.15 12:36:30,PersonalGrooming,
204,8,5,20.03.15 12:41:10,20.03.15 12:47:09,Mealpreparation,
205,8,5,20.03.15 12:47:16,20.03.15 13:06:49,Eating/Drinking,Lunch
206,8,5,20.03.15 13:06:54,20.03.15 13:06:55,Mealpreparation,
207,8,5,20.03.15 13:07:23,20.03.15 13:07:44,Housework,TidyingUp
208,8,5,20.03.15 13:11:40,20.03.15 14:19:38,DeskWork,
209,8,5,20.03.15 15:22:46,20.03.15 16:20:38,DeskWork,
210,8,5,20.03.15 16:24:34,20.03.15 16:46:59,Transportation,Bicycle
211,8,5,20.03.15 17:23:27,20.03.15 18:42:22,Movement,GoHome
212,8,5,20.03.15 17:26:21,20.03.15 17:36:46,Transportation,Train
213,8,5,20.03.15 17:51:30,20.03.15 18:32:46,Transportation,Train
214,8,5,20.03.15 18:35:59,20.03.15 18:42:20,Transportation,Bicycle
215,8,5,20.03.15 18:44:05,20.03.15 18:45:54,Housework,TidyingUp
216,8,5,20.03.15 18:58:53,20.03.15 19:52:52,DeskWork,
217,8,5,20.03.15 19:59:49,20.03.15 20:11:55,Eating/Drinking,Dinner
218,9,5,21.03.15 08:58:30,21.03.15 09:00:45,Movement,GotoWork
219,9,5,21.03.15 09:07:08,21.03.15 09:14:55,Mealpreparation,
220,9,5,21.03.15 09:13:12,21.03.15 09:16:36,Eating/Drinking,Breakfast
221,9,5,21.03.15 09:13:29,21.03.15 09:35:22,Socializing,Somethingelse
222,9,5,21.03.15 09:16:41,21.03.15 09:17:54,Mealpreparation,
223,9,5,21.03.15 09:18:00,21.03.15 09:35:19,Eating/Drinking,Breakfast
224,9,5,21.03.15 09:35:23,21.03.15 10:39:12,DeskWork,
225,9,5,21.03.15 10:39:16,21.03.15 10:39:48,PersonalGrooming,
226,9,5,21.03.15 10:40:03,21.03.15 13:09:32,DeskWork,
227,9,5,21.03.15 12:06:07,21.03.15 13:09:31,Socializing,Somethingelse
228,9,5,21.03.15 13:09:38,21.03.15 13:11:03,PersonalGrooming,
229,9,5,21.03.15 13:12:11,21.03.15 13:14:13,Mealpreparation,
230,9,5,21.03.15 13:14:18,21.03.15 13:39:58,Eating/Drinking,Lunch
231,9,5,21.03.15 13:40:06,21.03.15 14:34:14,Socializing,Somethingelse
232,9,5,21.03.15 13:41:21,21.03.15 15:26:22,DeskWork,
233,9,5,21.03.15 14:50:33,21.03.15 15:26:21,Socializing,Somethingelse
234,9,5,21.03.15 15:28:00,21.03.15 15:30:11,PersonalGrooming,
235,9,5,21.03.15 15:30:39,21.03.15 16:00:04,Socializing,Somethingelse
236,9,5,21.03.15 16:01:38,21.03.15 19:05:19,DeskWork,
237,9,5,21.03.15 19:08:45,21.03.15 19:35:30,Eating/Drinking,Dinner
238,9,5,21.03.15 19:08:52,21.03.15 19:35:31,Socializing,Somethingelse
239,9,5,21.03.15 19:36:05,21.03.15 20:42:46,PersonalGrooming,
240,9,5,21.03.15 20:42:47,21.03.15 20:43:27,DeskWork,
241,10,5,22.03.15 08:50:26,22.03.15 08:56:14,Housework,TidyingUp
242,10,5,22.03.15 08:56:15,22.03.15 08:56:17,DeskWork,
243,10,5,22.03.15 08:56:25,22.03.15 09:01:53,Movement,GotoWork
244,10,5,22.03.15 09:02:18,22.03.15 09:04:43,Socializing,Somethingelse
245,10,5,22.03.15 09:05:25,22.03.15 09:07:59,Mealpreparation,
246,10,5,22.03.15 09:08:03,22.03.15 09:15:03,Eating/Drinking,Breakfast
247,10,5,22.03.15 09:15:08,22.03.15 09:16:56,Mealpreparation,
248,10,5,22.03.15 09:17:00,22.03.15 09:29:17,Eating/Drinking,Breakfast
249,10,5,22.03.15 09:17:24,22.03.15 09:51:32,Socializing,Somethingelse
250,10,5,22.03.15 09:31:20,22.03.15 09:51:30,DeskWork,
251,10,5,22.03.15 09:51:36,22.03.15 09:52:34,PersonalGrooming,
252,10,5,22.03.15 09:52:50,22.03.15 11:12:46,DeskWork,
253,10,5,22.03.15 09:52:56,22.03.15 11:44:40,Socializing,Somethingelse
254,10,5,22.03.15 11:44:44,22.03.15 11:46:24,PersonalGrooming,
255,10,5,22.03.15 11:48:35,22.03.15 11:51:36,Socializing,Somethingelse
256,10,5,22.03.15 13:12:07,22.03.15 14:15:32,DeskWork,
257,10,5,22.03.15 14:50:40,22.03.15 14:55:44,Housework,TidyingUp
258,10,5,22.03.15 14:56:56,22.03.15 15:01:30,Transportation,Bicycle
259,10,5,22.03.15 15:07:25,22.03.15 15:26:54,Transportation,Train
260,10,5,22.03.15 15:31:14,22.03.15 15:33:41,Transportation,Car
261,10,5,22.03.15 15:34:42,22.03.15 15:50:26,Socializing,atHome
262,11,5,23.03.15 08:00:36,23.03.15 08:06:33,Transportation,Car
263,11,5,23.03.15 08:06:36,23.03.15 08:35:48,Movement,GoHome
264,11,5,23.03.15 08:11:50,23.03.15 08:28:29,Transportation,Train
265,11,5,23.03.15 08:30:13,23.03.15 08:35:10,Transportation,Bicycle
266,11,5,23.03.15 08:36:16,23.03.15 08:41:48,Housework,TidyingUp
267,11,5,23.03.15 08:41:49,23.03.15 10:09:27,DeskWork,
268,11,5,23.03.15 11:09:20,23.03.15 11:25:23,DeskWork,
269,11,5,23.03.15 11:26:11,23.03.15 11:28:13,PersonalGrooming,
270,11,5,23.03.15 11:28:37,23.03.15 11:32:20,Mealpreparation,
271,11,5,23.03.15 11:32:24,23.03.15 11:33:54,Housework,TidyingUp
272,11,5,23.03.15 11:33:58,23.03.15 11:41:04,Mealpreparation,
273,11,5,23.03.15 11:41:09,23.03.15 11:44:00,Mealpreparation,
274,11,5,23.03.15 11:44:03,23.03.15 11:45:33,Housework,Cleaning
275,11,5,23.03.15 11:45:37,23.03.15 11:55:29,Housework,TidyingUp
276,11,5,23.03.15 11:56:11,23.03.15 11:59:28,Movement,GotoWork
277,11,5,23.03.15 11:59:53,23.03.15 12:02:59,Socializing,Somethingelse
278,11,5,23.03.15 12:03:00,23.03.15 12:55:53,DeskWork,
279,11,5,23.03.15 12:55:59,23.03.15 13:44:35,Socializing,Somethingelse
280,11,5,23.03.15 13:44:36,23.03.15 15:14:40,DeskWork,
281,11,5,23.03.15 15:16:40,23.03.15 15:20:01,Movement,GoHome
282,11,5,23.03.15 15:20:29,23.03.15 15:24:16,Transportation,Bicycle
283,11,5,23.03.15 15:24:23,23.03.15 15:33:36,Shopping,
284,11,5,23.03.15 15:33:41,23.03.15 15:39:09,Movement,GoHome
285,11,5,23.03.15 15:34:27,23.03.15 15:38:01,Transportation,Bicycle
286,11,5,23.03.15 15:39:17,23.03.15 15:40:32,Housework,TidyingUp
287,11,5,23.03.15 16:08:25,23.03.15 16:22:44,Housework,TidyingUp
288,11,5,23.03.15 16:23:52,23.03.15 17:44:56,Sport,Jogging
289,11,5,23.03.15 17:50:05,23.03.15 17:57:57,Socializing,Park⁄Outside
290,11,5,23.03.15 17:58:07,23.03.15 18:04:35,Sport,Jogging
291,11,5,23.03.15 18:06:10,23.03.15 18:06:38,Housework,TidyingUp
292,12,5,24.03.15 09:10:23,24.03.15 09:22:08,Socializing,atHome
293,12,5,24.03.15 10:10:20,24.03.15 10:11:49,Housework,TidyingUp
294,12,5,24.03.15 10:11:58,24.03.15 10:17:20,Movement,GotoWork
295,12,5,24.03.15 10:17:29,24.03.15 11:31:00,Socializing,Somethingelse
296,12,5,24.03.15 10:21:34,24.03.15 11:18:30,DeskWork,
297,12,5,24.03.15 11:31:03,24.03.15 11:33:46,Mealpreparation,
298,12,5,24.03.15 11:33:53,24.03.15 11:47:16,Eating/Drinking,Lunch
299,12,5,24.03.15 11:34:01,24.03.15 12:01:37,Socializing,Somethingelse
300,12,5,24.03.15 12:02:05,24.03.15 13:31:04,DeskWork,
301,12,5,24.03.15 13:33:01,24.03.15 13:43:53,Socializing,Somethingelse
302,12,5,24.03.15 13:43:58,24.03.15 13:47:58,Movement,GoHome
303,12,5,24.03.15 13:48:03,24.03.15 13:54:28,Housework,TidyingUp
304,12,5,24.03.15 13:54:31,24.03.15 14:01:15,PersonalGrooming,
305,12,5,24.03.15 14:01:19,24.03.15 14:02:30,Housework,TidyingUp
306,12,5,24.03.15 14:02:31,24.03.15 14:02:33,DeskWork,
307,12,5,24.03.15 14:02:38,24.03.15 14:08:27,Housework,Cleaning
308,12,5,24.03.15 14:05:21,24.03.15 14:16:36,Housework,TidyingUp
309,12,5,24.03.15 14:16:38,24.03.15 15:12:32,DeskWork,
310,12,5,24.03.15 15:12:36,24.03.15 15:14:42,Housework,TidyingUp
311,12,5,24.03.15 15:14:46,24.03.15 15:19:52,Movement,GotoWork
312,12,5,24.03.15 15:20:00,24.03.15 15:33:01,Socializing,Somethingelse
313,12,5,24.03.15 15:23:35,24.03.15 15:32:59,Eating/Drinking,Snack
314,12,5,24.03.15 15:33:03,24.03.15 16:58:46,DeskWork,
315,12,5,24.03.15 17:00:00,24.03.15 17:04:56,Movement,GoHome
316,12,5,24.03.15 17:05:53,24.03.15 17:07:29,Housework,TidyingUp
317,12,5,24.03.15 17:07:31,24.03.15 18:36:02,DeskWork,
318,12,5,24.03.15 18:36:15,24.03.15 18:55:51,Socializing,atHome
319,12,5,24.03.15 18:55:55,24.03.15 19:01:56,Housework,TidyingUp
320,12,5,24.03.15 19:03:20,24.03.15 19:10:42,Transportation,Bicycle
321,12,5,24.03.15 19:11:30,24.03.15 19:25:46,Shopping,
322,12,5,24.03.15 19:26:41,24.03.15 19:30:36,Transportation,Bicycle
323,12,5,24.03.15 19:32:17,24.03.15 19:34:08,Housework,TidyingUp
324,12,5,24.03.15 19:34:12,24.03.15 19:36:01,PersonalGrooming,
325,12,5,24.03.15 19:36:10,24.03.15 19:37:51,Housework,TidyingUp
326,12,5,24.03.15 19:37:54,24.03.15 19:48:40,Mealpreparation,
327,12,5,24.03.15 19:48:44,24.03.15 20:29:53,Eating/Drinking,Dinner
328,12,5,24.03.15 19:48:49,24.03.15 21:43:40,Relaxing,WatchingTV
329,12,5,24.03.15 21:43:47,24.03.15 21:51:23,Housework,Cleaning
330,12,5,24.03.15 21:51:28,24.03.15 22:05:36,Relaxing,ListentoMusic
331,13,5,25.03.15 07:57:35,25.03.15 08:00:27,Housework,Somethingelse
332,13,5,25.03.15 08:00:28,25.03.15 08:03:48,Mealpreparation,
333,13,5,25.03.15 08:03:51,25.03.15 08:24:57,Eating/Drinking,Breakfast
334,13,5,25.03.15 08:25:42,25.03.15 08:29:04,PersonalGrooming,
335,13,5,25.03.15 08:29:16,25.03.15 08:44:24,Relaxing,ListentoMusic
336,13,5,25.03.15 08:44:29,25.03.15 09:56:12,DeskWork,
337,13,5,25.03.15 08:44:48,25.03.15 09:50:18,Relaxing,ListentoMusic
338,13,5,25.03.15 09:56:27,25.03.15 10:05:36,PersonalGrooming,
339,13,5,25.03.15 10:05:58,25.03.15 12:13:50,DeskWork,
340,13,5,25.03.15 11:21:33,25.03.15 11:21:35,Relaxing,ListentoMusic
341,13,5,25.03.15 11:21:59,25.03.15 11:45:19,Socializing,atHome
342,13,5,25.03.15 12:14:25,25.03.15 12:16:56,PersonalGrooming,
343,13,5,25.03.15 12:17:00,25.03.15 12:22:18,Housework,TidyingUp
344,13,5,25.03.15 12:23:00,25.03.15 12:30:25,Movement,Somethingelse
345,13,5,25.03.15 12:32:23,25.03.15 12:56:16,Eating/Drinking,Lunch
